gene_name	Adult_1	Adult_2	Adult_3	Infant_1	Spring_1	Spring_2	Spring_3	Spring_4	tHIO_1	tHIO_2	tHIO_3
SERPINB10	0	0	0	3.7658415	0	0	0	0	0	0	0
HMSD	0	0	0	2.7658415	2.3070807	0.81864643	3.1292422	3.108981	0.95866543	1.3896887	1.1298379
SERPINB8	7.3313465	7.403925	7.5218234	6.4937615	7.332616	7.5601134	6.3563113	6.8094206	4.6591053	6.0901284	6.174232
CDH19	5.982736	6.5667753	4.7211323	6.788209	0	0	0	0	0	0.3896887	0
DSEL	5.7081137	7.0099053	5.5998263	8.153858	8.042758	7.5121336	7.533997	8.482088	7.1285906	7.936583	7.405962
TMX3	8.175982	9.024733	7.9909377	8.560257	8.189724	8.032966	8.07069	8.256469	6.573375	7.144576	6.9627275
CCDC102B	5.776285	6.11341	4.5218234	6.2576942	5.3070807	6.418559	4.955213	5.068339	5.4822273	3.7116168	4.129838
DOK6	4.3977737	5.2609673	4.7211323	6.7992644	5.5871887	4.8186464	5.600548	6.5684123	7.1874843	5.4771514	5.2997627
CD226	5.3085065	5.517307	6.052338	4.672732	0.49972585	0.81864643	0	0	0	0	0
RTTN	6.2930765	6.2609673	6.321525	7.1145697	6.659597	6.373235	6.6240067	6.6939435	6.206593	5.7472405	6.2383623
SOCS6	9.011306	8.385663	8.854399	8.455839	8.726138	8.3655405	8.754619	8.739956	7.0030594	8.241438	7.878031
CBLN2	6.8307333	7.1678576	5.7669363	6.8847823	6.803507	7.1673746	6.3563113	6.972479	8.368056	7.0043983	6.3196626
FBXO15	0.7539176	1.6760045	0	1.7658414	2.4997258	1.4036089	1.6698107	1.5240184	0	0.3896887	2.4517658
TIMM21	8.016012	7.705752	8.005341	8.069622	7.471269	7.8186464	7.4771657	7.5315127	8.024755	7.729539	7.7951736
CYB5A	12.273554	11.724491	12.633442	9.87175	9.6783905	10.445268	9.226316	9.359016	9.350983	9.796956	9.539228
FAM69C	0.7539176	1.0910422	2.0888643	4.7200375	1.821654	1.4036089	0	0.9390559	5.5436277	0.3896887	0.12983781
CNDP2	13.1880245	13.000185	13.242796	11.129976	11.91256	11.897465	11.947969	11.917767	10.488096	11.827441	11.148733
CNDP1	5.7539177	6.319861	6.2098794	2.5731962	1.821654	1.4036089	4.576701	3.108981	0	4.1970434	2.7148004
LOC400657	7.0937676	7.6760044	7.816785	7.4453216	7.2276464	7.7195134	7.6064487	7.438902	7.8655562	7.2845063	7.2066536
ZNF407	7.468163	7.770522	7.7211323	8.20047	7.8306427	5.749384	8.153626	7.9889045	6.6591053	7.1841044	7.442721
ZADH2	9.422803	9.751038	10.068433	9.441798	9.445169	9.015863	9.336923	9.198799	8.706859	9.378373	9.198616
TSHZ1	9.263693	9.653284	9.489744	9.748835	9.723727	8.403609	9.746626	9.375768	9.072408	9.709361	9.271945
ZNF516	8.390542	8.452986	8.189001	9.164585	8.631583	7.546567	8.66981	8.93341	9.035481	8.539435	8.539228
LOC284276	2.5612724	2.6760044	2.0888643	4.225273	3.8216538	5.066574	4.424698	3.939056	6.1285906	4.9746513	4.129838
LOC100131655	3.4543571	3.260967	2.936861	4.0877695	4.4539223	4.403609	3.3702505	3.260984	4.8655562	4.5596137	5.129838
ZNF236	6.6242824	6.734898	7.005341	7.2170525	7.448093	5.9885716	7.2167053	7.414789	6.6310906	7.0190454	6.9878187
MBP	9.994709	9.990399	10.378883	9.611331	9.2259445	8.94018	8.982694	8.845946	6.8655562	8.417595	8.344157
GALR1	1.7539176	3.091042	1.7669362	3.225273	0	0	0	0	0	0	0
ATP9B	7.6365604	7.5828953	8.102326	8.096758	8.30708	7.5934334	7.9690185	8.063177	7.588022	7.144576	7.8233247
NFATC1	7.454357	8.033557	7.417988	8.277594	7.332616	6.4333563	6.7572737	7.4936447	8.616877	7.4120564	7.141065
CTDP1	8.893469	8.738501	8.983682	8.589209	8.546849	7.6641364	8.678239	8.377848	8.50556	8.773393	8.665113
KCNG2	3.660808	4.178505	3.766936	0.76584136	0	0	0	0	0	0	2.4517658
PQLC1	9.004216	9.10785	8.76129	9.143052	8.859475	9.037815	8.754619	8.663569	9.877528	9.414828	9.1687565
HSBP1L1	7.3759694	7.3004956	6.843752	6.8951244	7.649473	8.911404	8.232053	7.6601553	7.588022	8.67046	7.5561028
TXNL4A	9.480136	9.082564	9.45868	9.0627575	9.426022	9.873929	9.416325	9.263236	10.815091	10.109077	9.976895
RBFA	8.043937	8.362505	8.735603	7.8899627	8.073373	8.606549	8.876825	8.653301	8.376518	9.076189	8.233126
ADNP2	8.404969	8.653284	8.875461	8.42762	8.8812685	8.692091	8.561594	9.070912	8.244067	8.534347	8.597444
LOC100130522	1.7539176	0	0	2.9357665	1.821654	1.4036089	2.2547731	3.3984876	2.543628	3.1970437	2.9371927
PARD6G	6.6242824	6.734898	6.2426696	7.7316256	7.560422	7.476858	7.991739	8.516485	8.565996	8.554596	7.18512
FLJ45445	0.7539176	3.6760044	1.3518987	2.3508039	5.023288	4.6766276	5.2243996	4.98345	4.418097	6.2476697	5.589269
PPAP2C	10.413914	10.110633	10.545013	7.5073085	8.161504	7.645195	5.879264	5.026519	5.6591053	5.144576	7.4873896
MIER2	8.12024	8.173191	8.102326	8.441798	8.157937	7.094771	8.220557	8.026519	9.730155	9.20347	8.953205
C2CD4C	4.33888	4.5504737	3.936861	5.3204303	4.5871887	3.4036088	4.8397355	4.582912	6.0879483	6.0043983	5.773694
SHC2	7.719702	8.329447	7.5016456	9.039637	9.073373	8.692091	9.112754	8.972479	10.908492	10.256968	9.956387
ODF3L2	0.7539176	0.09104211	0	2.9357665	0	0	0	0	0.95866543	0	0.12983781
MADCAM1	5.660808	6.135436	5.9957547	7.350804	6.0695815	5.600006	4.6240067	2.7464108	0.95866543	1.9746512	4.0367284
TPGS1	8.084834	7.1995664	7.4107924	7.395198	7.8126087	8.832666	7.824629	7.4704375	10.389118	9.453084	9.1466465
CDC34	9.726897	9.25846	9.624917	9.558632	9.811474	10.312502	9.962132	9.939055	11.537981	11.714994	11.055392
GZMM	6.020704	6.8459296	7.226368	5.051244	0.49972585	0.81864643	0	0	1.9586655	0.3896887	1.1298379
BSG	12.612093	12.285183	12.647668	12.274379	12.930571	13.1637745	12.77359	12.780817	13.771444	13.560396	13.524434
HCN2	3.213349	3.091042	2.574291	4.0877695	2.9591575	2.8186464	2.9917388	3.3984876	6.0461283	3.7116168	4.2173004
POLRMT	8.759542	8.742094	8.944356	8.269667	8.641833	7.8465524	8.759923	8.466533	8.859532	9.343885	9.256542
RNF126	9.395969	9.24586	9.425148	8.654585	9.236128	9.653117	9.3960285	9.348447	10.276078	10.1628275	9.611637
FSTL3	8.205129	8.19433	7.070717	8.424053	9.147184	8.047465	8.552454	9.320599	12.400053	9.923018	10.922628
PRSS57	0	0	0	5.0877695	0.49972585	3.278078	2.2547731	2.260984	0	4.3896885	3.2997627
PALM	9.046239	9.401655	8.80311	10.124493	9.850665	9.536323	9.647091	10.087532	12.310157	11.11846	11.199287
C19orf21	13.814613	13.572463	13.871862	11.870768	13.061253	13.332868	13.557126	13.351096	12.485165	14.181869	13.032024
PTBP1	11.666059	11.660897	11.774314	11.4258375	11.986309	11.266763	11.982126	12.031813	12.124201	12.292064	12.358055
LPPR3	0	0.09104211	0	5.874366	4.9259906	4.519086	5.0960755	5.821699	9.551123	7.378373	7.1071177
AZU1	0	0	0.7669362	8.614465	0	0	1.9917388	0	0.95866543	0.3896887	0.12983781
PRTN3	0	0	1.3518987	9.420477	1.0846884	0	0	0	2.543628	0.3896887	0
ELANE	2.5612724	3.260967	0.7669362	9.582825	2.4997258	3.6260014	1.6698107	2.5240185	5.3509827	3.974651	2.7148004
CFD	10.573298	11.058989	9.901362	9.415097	5.4770055	5.3422084	4.8397355	4.3984876	6.9810333	6.117609	6.174232
MED16	9.749684	9.620473	9.950572	9.597149	9.794347	9.280126	9.730507	9.781406	10.513254	10.26467	10.563423
R3HDM4	9.965806	9.766999	9.6858	9.663687	9.811474	9.986065	9.512161	9.64814	10.622224	10.287534	10.416395
KISS1R	0	0	1.3518987	0	0	0	2.2547731	2.5240185	2.9586654	3.3896887	2.9371927
ARID3A	7.8146133	6.885458	7.474295	7.8899627	11.54412	10.696697	10.864568	10.890341	9.14849	11.373395	10.451766
WDR18	9.032367	8.52567	8.618685	8.657625	8.872591	9.101735	8.817016	8.988904	10.077606	9.567108	9.816339
GRIN3B	3.213349	4.6760044	2.574291	2.9357665	2.3070807	0.81864643	3.4771657	2.260984	2.543628	2.3896887	1.1298379
C19orf6	11.550768	11.496716	11.536361	11.0978775	11.171267	10.979148	11.307342	11.031813	12.30684	12.047008	11.859459
CNN2	9.586807	9.450791	9.525159	10.6018915	10.770021	10.184969	9.963283	10.760033	12.45502	10.853213	11.530717
ABCA7	8.180182	7.991909	7.7211323	7.553744	6.669651	3.9885714	5.37025	4.8459463	5.2805934	5.1970434	6.4336185
HMHA1	10.259729	9.813849	10.046547	9.387894	6.294142	6.066574	5.778335	5.5240183	6.6591053	7.52924	6.259121
POLR2E	10.96945	10.594868	10.900721	10.332847	10.599731	11.061225	10.629812	10.752035	11.596196	11.314501	11.205317
GPX4	12.544877	11.937316	12.621221	10.82451	11.428245	12.747165	11.427617	11.532914	12.737974	12.645602	12.136865
SBNO2	9.641138	9.556608	9.670818	9.507308	9.354594	7.9271708	9.163666	9.18223	9.458511	9.269272	9.302265
STK11	10.679472	10.378755	10.607714	10.288423	10.51235	9.915361	10.487594	10.311921	11.344528	11.212259	11.179006
C19orf26	3.213349	3.5504737	3.0888643	3.6727319	3.9591575	2.8186464	3.3702505	3.7464108	5.713553	5.3896885	4.2173004
ATP5D	11.710294	11.021779	11.65606	10.367612	10.603014	11.652328	10.703234	10.433911	11.858023	11.688324	11.489588
MIDN	10.705931	10.839235	11.009515	10.137618	10.739921	9.595079	10.553218	10.74641	10.509412	10.916188	10.618682
CIRBP-AS1	3.4543571	3.9979327	3.766936	4.0137687	3.8216538	0.81864643	3.9177382	3.8459466	4.6591053	4.0901284	3.1298378
CIRBP	11.549551	11.663742	11.25578	11.848656	11.734244	11.749384	11.831573	11.886328	12.372293	11.810175	11.540819
C19orf24	9.249773	8.672242	8.9592285	7.6606593	8.538645	9.457083	8.027363	7.875694	9.434399	9.557107	9.4013
EFNA2	9.107064	9.1050625	9.79346	7.0877695	9.219114	9.178396	9.311862	9.289995	8.877528	10.090128	9.489588
MUM1	9.093767	9.207386	8.822219	9.464546	9.635435	9.09011	9.457713	9.518372	10.472393	9.677401	10.214646
NDUFS7	10.54182	9.975212	10.377961	9.565123	9.643109	10.397019	9.7359	9.715489	10.368056	10.534347	10.050191
GAMT	6.0937676	6.0217795	4.8962193	7.2815413	7.0388846	7.8465524	7.4313617	7.4859505	9.907033	8.853213	8.711039
DAZAP1	10.62274	10.385663	10.535948	10.297223	10.367004	10.073675	10.514517	10.417826	10.830571	10.857294	10.748223
RPS15	11.02713	10.574858	10.984288	10.397927	10.655176	11.971248	10.838483	10.757638	11.984497	11.99933	11.8106365
APC2	6.9238424	7.178505	7.453437	8.027936	6.866048	6.4625025	7.306435	7.414789	8.216053	7.9053884	7.41524
C19orf25	9.109268	8.357829	8.729832	8.158159	8.852873	9.60818	8.345768	8.123931	9.446506	9.52668	9.222595
PCSK4	6.4404182	6.091042	5.6976733	5.1921062	5.4304633	5.066574	5.7572737	5.1485095	6.0461283	6.320426	5.8302774
REEP6	12.837729	12.408172	12.649006	10.259697	11.027203	12.05735	11.972164	11.761626	10.746568	12.63732	11.465228
ADAMTSL5	8.213349	8.290714	8.038399	6.480087	7.382369	7.440698	8.133335	7.7269583	7.2440677	8.253875	7.676732
PLK5	0	1.0910422	0	0.76584136	0	0	0	0	3.543628	2.3896887	1.1298379
MEX3D	8.548333	8.162504	8.916683	9.11678	9.553652	8.583518	8.862103	9.031813	10.845886	10.51381	10.539228
MBD3	10.432518	10.273437	10.315758	10.329038	10.537272	10.036604	10.767184	10.6507225	12.442985	11.860348	11.728355
UQCR11	11.271095	10.665636	11.252262	10.489502	10.284361	11.701289	10.358061	10.235972	11.9114065	11.237529	11.034472
TCF3	10.124605	10.134069	10.211951	10.048929	10.558394	9.670396	10.38663	10.310833	11.380731	11.076189	11.279585
ATP8B3	3.660808	3.7914817	3.574291	4.225273	2.3070807	3.1405745	2.8397357	1.9390559	4.9586654	3.3896887	2.7148004
REXO1	9.291136	9.34134	9.403561	8.83193	9.254613	8.384701	9.072823	9.1460705	9.713553	9.6681385	9.793396
LOC100288123	3.660808	3.6760044	2.936861	3.3508039	2.3070807	2.4036088	3.5767012	2.5240185	2.543628	2.3896887	1.7148002
KLF16	9.615005	9.042327	9.276711	8.771466	8.852873	8.167375	8.975872	8.683889	9.686586	10.026314	9.341726
FAM108A1	9.58364	9.243327	9.493155	9.183694	9.157937	9.743459	9.040498	9.111484	10.728503	10.03174	9.95956
SCAMP4	9.436912	9.173191	9.618685	9.160304	9.665889	9.078389	9.371984	9.446851	10.368056	9.91521	10.08984
ADAT3	8.450885	7.9175906	8.370563	5.9155884	6.839576	7.1040487	6.7887516	6.278906	6.6591053	7.8974833	7.2383623
CSNK1G2	10.001845	9.78801	9.9393635	9.961828	10.150778	9.649954	10.043763	9.986179	11.1669	10.690042	10.823325
BTBD2	10.433397	10.392538	10.5726795	10.59794	10.941632	10.64042	10.684528	10.700607	11.815869	11.535621	11.722295
MKNK2	11.351039	11.19433	11.22483	10.745981	10.917051	10.141701	11.247711	10.817107	11.064574	12.052357	11.521081
MOB3A	9.527057	9.463907	9.284606	9.821124	8.981525	8.042648	9.27899	9.251939	10.19707	10.219412	9.782682
IZUMO4	4.2133493	4.898397	2.0888643	3.9357665	4.2546134	4.3422084	4.7990937	3.5240185	5.418097	5.675091	4.589269
AP3D1	10.921335	11.058989	11.140889	10.797887	11.084688	9.832666	11.182551	11.278349	11.2828455	11.429294	11.498344
DOT1L	10.063394	10.220325	10.443775	9.532371	9.752391	7.9785175	9.905825	9.779834	9.669472	10.060345	10.065002
PLEKHJ1	11.264187	10.770522	11.134351	9.680226	10.444438	11.471492	10.763228	10.564765	10.432371	11.048793	10.539228
SF3A2	9.91505	9.759927	10.195296	10.02205	10.117193	10.029318	10.235865	10.171477	10.904109	10.555852	10.926688
AMH	4.660808	4.5504737	3.6738267	2.3508039	6.88343	6.5601134	7.4899898	6.733472	7.672911	7.6470766	7.7664623
JSRP1	6.146235	4.178505	4.0888643	0	1.821654	0	1.9917388	0.9390559	0	3.1970437	3.2997627
OAZ1	13.157596	12.775572	13.07911	12.496736	12.629974	13.753535	12.649593	12.6249	13.46745	13.537371	12.988207
C19orf35	4.0758457	4.3389697	4.3518987	3.466281	1.4997258	0	0	0	3.7660203	1.9746512	2.1298378
LINGO3	4.0758457	4.8459296	4.7669363	4.8533044	3.8216538	2.6260014	3.4771657	3.939056	4.2805934	3.974651	2.9371927
LSM7	9.413914	8.982825	9.232503	9.027936	9.058146	10.309497	9.127192	8.83084	10.602522	9.967117	10.1466465
SPPL2B	10.574097	10.512054	10.126686	9.623822	10.3054695	9.60818	10.19631	10.091341	10.189887	10.403709	10.619686
TMPRSS9	2.9238424	3.260967	2.0888643	4.466281	1.0846884	0	0	2.260984	4.1285906	2.974651	2.1298378
TIMM13	10.241757	9.758154	9.909043	9.42762	9.761821	10.620355	9.920109	9.8063345	10.94593	10.839869	10.612646
LMNB2	9.5788765	9.315043	9.595073	10.389723	10.541385	9.054661	10.712838	10.805562	11.207779	10.910307	11.356852
GADD45B	9.659305	10.556608	10.126686	10.562693	7.26791	7.350028	7.0960755	7.784546	9.4180975	7.400916	7.884725
GNG7	7.928843	8.444189	7.7725606	8.725843	6.9091167	5.8410144	6.600548	6.972479	7.2440677	7.52924	7.0723524
DIRAS1	5.660808	6.2808666	5.1244884	6.754526	4.54412	4.066574	4.424698	4.186983	6.3162174	3.974651	5.5561028
SLC39A3	8.401376	8.220325	8.697674	8.20047	8.541385	8.93499	8.057828	8.283352	9.634623	9.15124	9.365852
SGTA	10.478432	10.123088	10.374267	9.895124	10.085628	10.281149	10.063201	10.091341	10.738385	10.5317955	10.546636
THOP1	9.379626	8.653284	9.8936405	8.42762	8.453922	8.80164	8.770473	8.717133	9.497824	9.31153	9.387225
ZNF554	6.765145	7.1995664	7.079819	6.623822	7.0695815	6.1761985	6.6470904	6.8459463	7.1285906	6.637616	6.788049
ZNF555	5.963371	5.8724017	5.789304	6.8533044	6.649473	6.6766276	6.1933727	6.4782147	6.8655562	6.7990794	6.2997627
ZNF57	7.488627	7.923932	8.615559	6.7200375	6.991579	7.6260014	7.254773	6.939056	6.7915554	7.3896885	6.7445474
ZNF77	5.426343	5.0452385	5.226368	5.648484	5.9426694	6.546567	5.600548	6.1485095	6.0030594	6.171048	6.1071177
TLE6	3.660808	1.6760045	3.0888643	3.225273	5.0543146	4.573534	4.1933727	3.108981	4.8655562	4.711617	4.773694
TLE2	8.089308	8.466082	7.6124263	9.316588	10.377777	9.98481	9.837229	9.868315	10.462491	10.908341	11.145949
AES	12.028005	11.9755945	12.191102	12.321389	12.612492	12.93564	12.149843	12.205549	13.282283	12.990298	12.957776
GNA11	10.881267	10.851762	11.923019	10.163516	10.692636	9.978518	11.215258	11.15216	10.749828	11.874008	10.701591
GNA15	5.862442	5.5828953	4.7211323	6.743121	4.9591575	3.6260014	0.66981065	0	0.95866543	4.4771514	4.5221553
S1PR4	5.7311974	5.8459296	5.4393616	5.7200375	0.49972585	0	0	0	0.95866543	0	0
NCLN	11.001251	10.783657	10.840408	9.830585	10.271215	9.566839	10.258525	10.161851	10.847408	10.479801	10.955591
CELF5	1.33888	2.898397	2.3518987	4.623822	1.0846884	0	0	0.9390559	0.95866543	0	0.12983781
NFIC	9.468163	9.78627	9.728386	10.799264	9.508155	7.6388254	9.910602	10.203499	11.14478	10.296579	10.575887
C19orf77	13.907311	13.297446	13.745021	11.614856	12.525211	13.665606	12.625824	12.784546	11.716056	13.403884	12.361359
DOHH	8.878038	9.012883	8.014864	7.4240527	7.7188945	6.2943797	7.1696568	7.5684123	7.9586654	7.8159533	8.429046
FZR1	10.042784	9.964486	10.15603	9.619151	9.677145	9.247006	9.956368	9.844443	10.639904	10.839869	10.302265
MFSD12	8.85195	8.849265	8.808596	8.626928	8.433416	8.113267	8.079202	7.875694	9.384931	8.67046	9.264264
C19orf71	5.5868077	6.5828953	5.258789	5.466281	5.2810855	3.9061093	4.7990937	4.746411	5.3509827	5.2965794	5.451766
HMG20B	10.079223	9.901613	9.7823515	10.284494	10.150778	10.362645	9.786155	10.211686	11.063264	10.502129	10.537106
GIPC3	7.17177	7.11341	6.6976733	8.630028	6.9591575	6.008471	6.9365973	8.790805	6.686586	8.253875	6.195927
TBXA2R	6.2457705	6.319861	5.4393616	6.452342	5.522094	4.9885716	5.6240067	6.026519	7.740025	6.579513	6.4336185
C19orf29-AS1	1.33888	2.6760044	1.3518987	2.3508039	1.821654	2.1405745	0	1.9390559	0	2.3896887	0
C19orf29	7.820007	7.832509	8.056955	8.183694	8.095916	7.418559	8.232053	8.205842	8.9698925	8.604008	8.847514
PIP5K1C	9.624282	9.775791	9.385322	10.72946	10.157937	8.93499	10.207999	10.547311	11.520907	10.917166	10.8224535
TJP3	11.000064	10.777542	11.192152	8.9079485	10.519317	10.101735	10.352805	10.2394085	8.981033	10.673934	10.167385
APBA3	8.285299	7.770522	8.088864	7.7658415	7.7476535	8.219526	7.829682	7.454756	9.030128	8.492976	8.699694
MRPL54	8.94127	8.812141	9.284606	8.455839	8.733345	10.107512	8.754619	8.568413	10.08537	9.623308	9.176962
MATK	7.5021105	6.6909547	7.3742666	6.8847823	5.0543146	3.6260014	1.6698107	4.260984	0	4.2965794	2.1298378
ZFR2	2.7539175	2.6760044	0	2.9357665	0	0	0	0	0	1.3896887	0
ATCAY	4.7081137	5.448594	1.3518987	6.8847823	0	0	0.66981065	0	2.543628	0	0
DAPK3	9.770726	9.459549	9.496557	9.946994	9.550935	8.937588	9.93308	10.065761	11.226623	10.555852	10.403633
MIR637	1.7539176	3.260967	2.0888643	0	1.821654	1.8186464	2.6698108	2.5240185	3.2805936	2.7116168	1.7148002
EEF2	15.524891	15.427723	15.942661	15.278274	15.473961	15.450392	15.467194	15.61958	16.481033	16.070515	16.195843
PIAS4	7.6905556	7.430892	7.7781634	7.748835	8.088441	7.483982	8.2918625	7.713843	8.474365	8.9365835	8.67287
ZBTB7A	10.581261	10.415222	10.947467	9.99466	10.548213	9.213109	10.079202	10.251939	10.230128	10.718364	10.323363
MAP2K2	11.609176	11.425315	12.06643	10.162446	10.499022	11.02077	10.804878	10.749627	11.521862	11.690613	11.070886
CREB3L3	13.494858	13.330342	14.134692	9.867817	11.039854	10.981038	12.019645	12.341269	9.262446	12.1800375	9.32951
SIRT6	8.323773	8.129961	8.242669	7.8585987	8.103353	8.469698	8.074952	7.9277406	9.182667	8.869469	8.9275
ANKRD24	5.0758457	5.8724017	4.574291	4.7200375	4.54412	1.4036089	4.1292424	4.108981	4.7660203	4.0901284	3.5892694
EBI3	6.5352774	5.898397	5.624917	6.241575	3.6696508	3.725537	0	0	0.95866543	5.4771514	3.5892694
CCDC94	8.107064	7.859226	8.201565	7.94575	8.345216	8.57019	8.258525	8.418836	9.072408	8.832632	8.9275
SHD	5.9437423	4.41297	5.7669363	4.225273	4.785128	6.1224275	5.342236	4.260984	3.2805936	5.637616	6.060575
TMIGD2	7.154797	6.923932	7.74993	5.1921062	1.4997258	2.4036088	0	0.9390559	0.95866543	1.3896887	3.5892694
FSD1	3.8413804	3.091042	3.854399	4.2894034	2.3070807	2.9885714	2.6698108	4.260984	5.3509827	5.1970434	4.0367284
STAP2	11.242762	10.784529	11.271258	9.281541	10.257949	10.925209	9.986093	9.770363	9.659105	10.453084	10.41755
MPND	9.566094	8.801848	9.657201	8.387894	8.565815	8.752337	8.527792	8.138728	8.865556	8.959544	8.805795
SH3GL1	10.931337	10.6589985	11.094489	10.538156	11.249176	11.333361	11.420099	11.522139	11.92949	12.031289	11.499435
CHAF1A	7.7928367	7.403925	7.417988	8.132164	7.9955807	6.7375097	8.062128	8.186983	8.0139475	7.702572	8.491781
UBXN6	11.140858	10.949023	11.210398	10.445321	10.718289	11.147882	10.791991	10.705585	11.910679	11.421045	11.147342
HDGFRP2	9.344504	9.116181	8.721132	9.677234	9.726138	9.092442	9.907021	9.708894	10.72685	10.2935705	10.336852
PLIN4	8.903665	8.75282	6.885877	10.41779	7.44224	5.772843	8.975872	9.210519	7.9586654	8.651784	6.8022633
PLIN5	5.1114697	5.135436	3.936861	3.8533041	2.9591575	3.4036088	2.6698108	2.260984	0.95866543	2.974651	1.1298379
LRG1	6.323773	6.0452385	6.685799	6.225273	7.7237277	7.7012897	6.576701	5.462618	6.0030594	7.235179	7.5974436
SEMA6B	7.5154686	7.5504737	7.282636	8.339488	7.1217775	7.1761985	5.7990937	3.260984	6.9810333	3.3896887	5.084034
TNFAIP8L1	9.379626	9.076884	9.097853	9.520729	9.2036295	9.1540365	9.6456585	9.450809	9.030128	10.330736	9.081122
C19orf10	10.35383	9.903219	10.682069	9.525729	10.038885	11.0444565	9.767842	9.789243	11.596196	10.919119	10.856056
DPP9	9.811909	9.670358	10.075275	9.404277	9.269564	8.573534	9.28452	9.184608	9.532312	9.644717	9.964309
LOC100131094	4.2133493	4.41297	3.574291	3.9357665	3.9591575	3.1405745	3.4771657	0	1.9586655	4.3896885	3.2997627
MIR7-3HG	0	3.6760044	2.3518987	3.6727319	4.357707	3.725537	3.4771657	4.462618	4.2805934	5.3896885	4.377765
FEM1A	8.820006	8.649463	9.2160845	9.0627575	9.12726	8.440699	8.778335	8.980715	9.397457	9.423112	9.309747
TICAM1	9.333234	8.513107	9.12888	8.285478	8.610862	8.057052	8.962132	8.446851	8.602522	8.928847	8.64159
PLIN3	11.767241	11.709887	12.187423	10.239547	11.111672	12.052865	11.920998	11.974886	11.774049	12.31153	11.131246
ARRDC5	0	4.091042	3.3518987	1.7658414	0	0	0	0	0	0	0
UHRF1	5.3977737	5.5504737	5.0888643	6.648484	6.7091794	4.3422084	6.888979	6.857919	6.418097	6.959544	7.469688
KDM4B	8.725461	8.872402	8.929328	9.37871	9.139971	7.580198	9.074952	9.155802	9.832109	9.54956	9.811076
PTPRS	7.426343	8.435338	6.7327204	9.503934	8.718894	8.162942	9.28268	9.600834	11.028787	10.072683	9.684426
PLAC2	3.4543571	3.7914817	3.2263677	3.225273	2.9591575	2.6260014	2.2547731	2.5240185	2.9586654	1.9746512	2.4517658
SAFB2	9.9288435	10.023256	9.64805	9.407893	9.311903	7.505147	9.544792	9.205842	8.520907	9.18735	9.444987
SAFB	10.427226	10.393681	10.006535	10.092271	10.07621	8.176198	10.28544	10.017207	9.788388	10.122704	10.325825
C19orf70	9.217442	8.634074	9.054648	8.617591	8.453922	9.99482	8.437995	8.8063345	10.3358755	9.425862	9.373012
HSD11B1L	6.146235	5.614604	5.7669363	6.5073085	6.499726	7.1040487	6.4511704	6.4782147	8.700132	7.4982133	7.2997627
RPL36	12.345907	12.064381	12.338451	11.729821	12.143356	13.413438	12.2918625	12.068339	13.546443	13.255229	13.227541
LONP1	10.283348	9.908026	10.021965	9.866504	9.935396	8.945351	9.971307	9.899058	10.098217	10.015397	10.396625
PRR22	5.776285	6.4660816	5.226368	3.7658415	4.4539223	5.0281	5.1933727	5.026519	5.2805934	5.7472405	5.377765
DUS3L	8.488627	8.430892	8.414394	7.99466	8.451011	9.083089	8.313666	8.470437	9.230128	9.026314	8.969042
NRTN	5.6365604	5.0452385	5.4107924	7.1056914	6.319905	6.388502	6.7359	6.9163356	8.733453	7.7384167	8.373012
FUT6	9.217442	9.1864395	9.338689	7.1145697	6.4884105	4.4625025	2.9917388	2.7464108	2.543628	0	4.2997627
FUT3	10.6578	10.459549	10.846421	9.11457	5.4770055	3.9885714	6.04485	4.462618	2.9586654	4.1970434	4.2997627
NDUFA11	10.613452	10.159821	10.499104	10.381471	10.194954	11.60369	10.293692	10.197622	12.053403	11.483107	11.086214
VMAC	6.146235	6.178505	6.453437	6.7200375	6.241193	6.9885716	6.1292424	6.414789	7.7788444	6.637616	6.8302774
CAPS	7.1202397	7.6909547	6.5351205	6.708356	8.608251	6.9061093	6.635595	5.553766	7.434399	7.3322034	7.8645473
RANBP3	9.628899	9.562717	9.5759	9.956901	9.845131	9.534609	9.811917	9.979345	10.59891	10.425862	10.512462
RFX2	6.468163	6.8189626	6.624917	8.245622	6.857278	5.749384	7.600548	7.118965	7.528521	7.8974833	6.8302774
MLLT1	9.785963	10.021779	9.780956	10.47061	10.397572	9.173998	10.500326	10.516485	11.636385	11.028125	11.24748
CLPP	9.588388	9.230594	9.73272	8.918126	9.0790415	9.872572	8.888979	9.044965	9.927332	9.632863	9.502703
ALKBH7	10.857861	10.260967	10.985499	9.75878	10.088441	11.562219	10.225358	10.056699	11.662569	11.498213	11.111405
PSPN	3.660808	3.4129703	2.766936	0.76584136	1.4997258	2.6260014	3.2547731	2.5240185	4.8655562	3.7116168	4.377765
GTF2F1	10.541004	10.298057	10.375191	9.873058	10.376243	10.169585	10.674031	10.566589	10.930209	10.856275	10.858608
KHSRP	10.510474	10.505727	10.928698	10.831258	10.964272	9.886081	11.050813	11.139955	11.385979	11.565238	11.574335
SLC25A41	1.7539176	1.6760045	0	2.0877693	0.49972585	1.4036089	1.2547731	2.939056	3.543628	3.8491204	0
SLC25A23	10.911896	10.995677	11.164076	10.569972	9.736936	9.397963	9.928377	10.339935	11.003059	10.54956	10.119942
CRB3	9.201001	8.891942	9.73848	7.273636	8.557717	8.860306	8.570678	8.18223	6.912862	9.103934	8.526443
